"","goAcc","Protein_ID","GO_terms"
"3963","GO:0009116","459963","nucleoside metabolic process"
"3964","GO:0004044","459963","amidophosphoribosyltransferase activity"
"3965","GO:0009113","459963","purine nucleobase biosynthetic process"
"3966","GO:0000166","459973","nucleotide binding"
"3967","GO:0004826","459973","phenylalanine-tRNA ligase activity"
"3968","GO:0005524","459973","ATP binding"
"3969","GO:0005737","459973","cytoplasm"
"3970","GO:0006412","459973","translation"
"3971","GO:0006432","459973","phenylalanyl-tRNA aminoacylation"
"3972","GO:0000049","459973","tRNA binding"
"3973","GO:0000287","459973","magnesium ion binding"
"3974","GO:0008033","459973","tRNA processing"
"3975","GO:0004812","459973","aminoacyl-tRNA ligase activity"
"3976","GO:0006418","459973","tRNA aminoacylation for protein translation"
"3977","GO:0009328","459973","phenylalanine-tRNA ligase complex"
"3978","GO:0005524","460085","ATP binding"
"3979","GO:0016887","460085","ATP hydrolysis activity"
"3980","GO:0000166","460085","nucleotide binding"
"3981","GO:0017111","460085","ribonucleoside triphosphate phosphatase activity"
"3982","GO:0006810","460085","transport"
"3983","GO:0016021","460085","membrane"
"3984","GO:0042626","460085","ATPase-coupled transmembrane transporter activity"
"3985","GO:0004003","460085","DNA helicase activity"
"3986","GO:0004004","460085","RNA helicase activity"
"3987","GO:0008026","460085","helicase activity"
"3988","GO:0008094","460085","ATP-dependent activity, acting on DNA"
"3989","GO:0008186","460085","ATP-dependent activity, acting on RNA"
"3990","GO:0015462","460085","ABC-type protein transporter activity"
"3991","GO:0017116","460085","single-stranded DNA helicase activity"
"3992","GO:0042623","460085","ATP hydrolysis activity"
"3993","GO:0042624","460085","obsolete ATPase activity, uncoupled"
"3994","GO:0042625","460085","ATPase-coupled ion transmembrane transporter activity"
"3995","GO:0003824","460167","catalytic activity"
"3996","GO:0047038","460260","D-arabinitol 2-dehydrogenase activity"
"3997","GO:0003954","460381","NADH dehydrogenase activity"
"3998","GO:0005739","460381","mitochondrion"
"3999","GO:0006118","460381","obsolete electron transport"
"4000","GO:0008137","460381","NADH dehydrogenase (ubiquinone) activity"
"4001","GO:0006812","460388","monoatomic cation transport"
"4002","GO:0008324","460388","monoatomic cation transmembrane transporter activity"
"4003","GO:0016020","460388","membrane"
"4004","GO:0005315","460474","inorganic phosphate transmembrane transporter activity"
"4005","GO:0006817","460474","phosphate ion transport"
"4006","GO:0016020","460474","membrane"
"4007","GO:0003677","460532","DNA binding"
"4008","GO:0005524","460532","ATP binding"
"4009","GO:0000785","460532","chromatin"
"4010","GO:0003682","460532","chromatin binding"
"4011","GO:0005634","460532","nucleus"
"4012","GO:0006333","460532","chromatin organization"
"4013","GO:0003676","460532","nucleic acid binding"
"4014","GO:0004386","460532","helicase activity"
"4015","GO:0003747","460557","translation release factor activity"
"4016","GO:0006415","460557","translational termination"
"4017","GO:0004748","460752","ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor"
"4018","GO:0009186","460752","deoxyribonucleoside diphosphate metabolic process"
"4019","GO:0016491","460752","oxidoreductase activity"
"4020","GO:0046914","460752","transition metal ion binding"
"4021","GO:0008152","460902","metabolic process"
"4022","GO:0016491","460902","oxidoreductase activity"
"4023","GO:0009058","461054","biosynthetic process"
"4024","GO:0016491","461090","oxidoreductase activity"
"4025","GO:0004672","461114","protein kinase activity"
"4026","GO:0005524","461114","ATP binding"
"4027","GO:0006468","461114","protein phosphorylation"
"4028","GO:0004674","461114","protein serine/threonine kinase activity"
"4029","GO:0004682","461114","obsolete protein kinase CK2 activity"
"4030","GO:0003676","461121","nucleic acid binding"
"4031","GO:0004386","461121","helicase activity"
"4032","GO:0005524","461121","ATP binding"
"4033","GO:0008026","461121","helicase activity"
"4034","GO:0005525","461149","GTP binding"
"4035","GO:0003735","461177","structural constituent of ribosome"
"4036","GO:0005622","461177","intracellular anatomical structure"
"4037","GO:0005840","461177","ribosome"
"4038","GO:0006412","461177","translation"
"4039","GO:0015935","461177","small ribosomal subunit"
"4040","GO:0003723","461177","RNA binding"
"4041","GO:0003723","461263","RNA binding"
"4042","GO:0003922","461501","GMP synthase (glutamine-hydrolyzing) activity"
"4043","GO:0003824","461617","catalytic activity"
"4044","GO:0004663","461617","Rab geranylgeranyltransferase activity"
"4045","GO:0003676","461872","nucleic acid binding"
"4046","GO:0005634","461872","nucleus"
"4047","GO:0018024","461872","obsolete histone lysine N-methyltransferase activity"
"4048","GO:0004637","462099","phosphoribosylamine-glycine ligase activity"
"4049","GO:0009113","462099","purine nucleobase biosynthetic process"
"4050","GO:0003824","462099","catalytic activity"
"4051","GO:0004641","462099","phosphoribosylformylglycinamidine cyclo-ligase activity"
"4052","GO:0005737","462099","cytoplasm"
"4053","GO:0006189","462099","'de novo' IMP biosynthetic process"
"4054","GO:0005524","462099","ATP binding"
"4055","GO:0005515","462204","protein binding"
"4056","GO:0007154","462204","cell communication"
"4057","GO:0035091","462204","phosphatidylinositol binding"
"4058","GO:0004722","462207","protein serine/threonine phosphatase activity"
"4059","GO:0006470","462207","protein dephosphorylation"
"4060","GO:0008287","462207","protein serine/threonine phosphatase complex"
"4061","GO:0003824","462207","catalytic activity"
"4062","GO:0004721","462207","phosphoprotein phosphatase activity"
"4063","GO:0004723","462207","calcium-dependent protein serine/threonine phosphatase activity"
"4064","GO:0004724","462207","protein serine/threonine phosphatase activity"
"4065","GO:0005963","462207","magnesium-dependent protein serine/threonine phosphatase complex"
"4066","GO:0008420","462207","RNA polymerase II CTD heptapeptide repeat phosphatase activity"
"4067","GO:0008597","462207","calcium-dependent protein serine/threonine phosphatase regulator activity"
"4068","GO:0017018","462207","myosin phosphatase activity"
"4069","GO:0017020","462207","myosin phosphatase regulator activity"
"4070","GO:0017023","462207","myosin phosphatase complex"
"4071","GO:0005524","462225","ATP binding"
"4072","GO:0005694","462225","chromosome"
"4073","GO:0006259","462225","DNA metabolic process"
"4074","GO:0051864","462283","histone H3K36 demethylase activity"
"4075","GO:0003676","462286","nucleic acid binding"
"4076","GO:0005215","462292","transporter activity"
"4077","GO:0006857","462292","oligopeptide transport"
"4078","GO:0016020","462292","membrane"
"4079","GO:0000166","462322","nucleotide binding"
"4080","GO:0004812","462322","aminoacyl-tRNA ligase activity"
"4081","GO:0005524","462322","ATP binding"
"4082","GO:0005737","462322","cytoplasm"
"4083","GO:0006412","462322","translation"
"4084","GO:0006418","462322","tRNA aminoacylation for protein translation"
"4085","GO:0004825","462322","methionine-tRNA ligase activity"
"4086","GO:0006431","462322","methionyl-tRNA aminoacylation"
"4087","GO:0008106","462454","alcohol dehydrogenase (NADP+) activity"
"4088","GO:0005351","462501","carbohydrate:proton symporter activity"
"4089","GO:0008643","462501","carbohydrate transport"
"4090","GO:0016020","462501","membrane"
"4091","GO:0005215","462501","transporter activity"
"4092","GO:0006810","462501","transport"
"4093","GO:0016021","462501","membrane"
"4094","GO:0000786","462555","nucleosome"
"4095","GO:0003677","462555","DNA binding"
"4096","GO:0005634","462555","nucleus"
"4097","GO:0006334","462555","nucleosome assembly"
"4098","GO:0004650","462577","polygalacturonase activity"
"4099","GO:0005975","462577","carbohydrate metabolic process"
"4100","GO:0047911","462577","galacturan 1,4-alpha-galacturonidase activity"
"4101","GO:0005515","462607","protein binding"
"4102","GO:0016070","462607","RNA metabolic process"
"4103","GO:0005488","462607","binding"
"4104","GO:0005524","462688","ATP binding"
"4105","GO:0016887","462688","ATP hydrolysis activity"
"4106","GO:0000166","462688","nucleotide binding"
"4107","GO:0017111","462688","ribonucleoside triphosphate phosphatase activity"
"4108","GO:0006810","462688","transport"
"4109","GO:0016021","462688","membrane"
"4110","GO:0042626","462688","ATPase-coupled transmembrane transporter activity"
"4111","GO:0008559","462688","ABC-type xenobiotic transporter activity"
"4112","GO:0005488","462707","binding"
"4113","GO:0008152","462717","metabolic process"
"4114","GO:0016491","462717","oxidoreductase activity"
"4115","GO:0004316","462717","3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity"
"4116","GO:0003824","462764","catalytic activity"
"4117","GO:0004586","462764","ornithine decarboxylase activity"
"4118","GO:0000166","462782","nucleotide binding"
"4119","GO:0005622","462812","intracellular anatomical structure"
"4120","GO:0042254","462812","ribosome biogenesis"
"4121","GO:0005515","462870","protein binding"
"4122","GO:0005524","462870","ATP binding"
"4123","GO:0044267","462870","protein metabolic process"
"4124","GO:0003723","463143","RNA binding"
"4125","GO:0004553","463214","hydrolase activity, hydrolyzing O-glycosyl compounds"
"4126","GO:0005975","463214","carbohydrate metabolic process"
"4127","GO:0003824","463214","catalytic activity"
"4128","GO:0030246","463214","carbohydrate binding"
"4129","GO:0033919","463214","glucan 1,3-alpha-glucosidase activity"
"4130","GO:0000334","463275","3-hydroxyanthranilate 3,4-dioxygenase activity"
"4131","GO:0005506","463275","iron ion binding"
"4132","GO:0008152","463275","metabolic process"
"4133","GO:0005351","463359","carbohydrate:proton symporter activity"
"4134","GO:0008643","463359","carbohydrate transport"
"4135","GO:0016020","463359","membrane"
"4136","GO:0005215","463359","transporter activity"
"4137","GO:0006810","463359","transport"
"4138","GO:0016021","463359","membrane"
"4139","GO:0008152","463365","metabolic process"
"4140","GO:0016491","463365","oxidoreductase activity"
"4141","GO:0004029","463365","aldehyde dehydrogenase (NAD+) activity"
"4142","GO:0003676","463432","nucleic acid binding"
"4143","GO:0005622","463432","intracellular anatomical structure"
"4144","GO:0008270","463432","zinc ion binding"
"4145","GO:0003677","463432","DNA binding"
"4146","GO:0005634","463432","nucleus"
"4147","GO:0006350","463432","DNA-templated transcription"
"4148","GO:0004553","463439","hydrolase activity, hydrolyzing O-glycosyl compounds"
"4149","GO:0005975","463439","carbohydrate metabolic process"
"4150","GO:0008422","463439","beta-glucosidase activity"
"4151","GO:0004553","463552","hydrolase activity, hydrolyzing O-glycosyl compounds"
"4152","GO:0005975","463552","carbohydrate metabolic process"
"4153","GO:0004338","463552","glucan exo-1,3-beta-glucosidase activity"
"4154","GO:0004437","463647","obsolete inositol or phosphatidylinositol phosphatase activity"
"4155","GO:0004439","463647","phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"
"4156","GO:0008152","463696","metabolic process"
"4157","GO:0008168","463696","methyltransferase activity"
"4158","GO:0008152","463717","metabolic process"
"4159","GO:0003861","463717","3-isopropylmalate dehydratase activity"
"4160","GO:0009098","463717","leucine biosynthetic process"
"4161","GO:0009316","463717","3-isopropylmalate dehydratase complex"
"4162","GO:0051539","463717","4 iron, 4 sulfur cluster binding"
"4163","GO:0005515","463882","protein binding"
"4164","GO:0005737","463882","cytoplasm"
"4165","GO:0000156","463888","phosphorelay response regulator activity"
"4166","GO:0000160","463888","phosphorelay signal transduction system"
"4167","GO:0006355","463888","regulation of DNA-templated transcription"
"4168","GO:0005524","463888","ATP binding"
"4169","GO:0000155","463888","phosphorelay sensor kinase activity"
"4170","GO:0007165","463888","signal transduction"
"4171","GO:0016020","463888","membrane"
"4172","GO:0004673","463888","protein histidine kinase activity"
"4173","GO:0018106","463888","peptidyl-histidine phosphorylation"
"4174","GO:0004871","463888","obsolete signal transducer activity"
"4175","GO:0003676","463926","nucleic acid binding"
"4176","GO:0004798","463932","thymidylate kinase activity"
"4177","GO:0003723","464153","RNA binding"
"4178","GO:0006396","464153","RNA processing"
"4179","GO:0006464","464153","protein modification process"
"4180","GO:0016491","464232","oxidoreductase activity"
"4181","GO:0008115","464232","sarcosine oxidase activity"
"4182","GO:0005507","464241","copper ion binding"
"4183","GO:0008131","464241","primary amine oxidase activity"
"4184","GO:0009308","464241","amine metabolic process"
"4185","GO:0048038","464241","quinone binding"
"4186","GO:0016020","464301","membrane"
"4187","GO:0005484","464301","SNAP receptor activity"
"4188","GO:0006886","464301","intracellular protein transport"
"4189","GO:0005515","464301","protein binding"
"4190","GO:0016192","464301","vesicle-mediated transport"
"4191","GO:0007165","464534","signal transduction"
"4192","GO:0005737","464710","cytoplasm"
"4193","GO:0016413","464710","O-acetyltransferase activity"
"4194","GO:0004414","464710","homoserine O-acetyltransferase activity"
"4195","GO:0003700","464820","DNA-binding transcription factor activity"
"4196","GO:0005634","464820","nucleus"
"4197","GO:0006355","464820","regulation of DNA-templated transcription"
"4198","GO:0008270","464820","zinc ion binding"
"4199","GO:0003677","464820","DNA binding"
"4200","GO:0006350","464820","DNA-templated transcription"
"4201","GO:0004719","464820","protein-L-isoaspartate (D-aspartate) O-methyltransferase activity"
"4202","GO:0003723","464948","RNA binding"
"4203","GO:0005622","464948","intracellular anatomical structure"
"4204","GO:0006396","464948","RNA processing"
"4205","GO:0005634","464948","nucleus"
"4206","GO:0006397","464948","mRNA processing"
